no,hora,func,valor,unidade,auto
736,08:39:31,DC,0,024,A,A
737,08:39:32,DC,0,023,A,A
738,08:39:33,DC,0,023,A,A
739,08:39:34,DC,0,023,A,A
740,08:39:35,DC,0,023,A,A
741,08:39:36,DC,0,024,A,A
742,08:39:37,DC,0,023,A,A
743,08:39:38,DC,0,023,A,A
744,08:39:39,DC,0,023,A,A
745,08:39:40,DC,0,023,A,A
746,08:39:41,DC,0,023,A,A
747,08:39:42,DC,0,023,A,A
748,08:39:43,DC,0,023,A,A
749,08:39:44,DC,0,023,A,A
750,08:39:45,DC,0,023,A,A
751,08:39:46,DC,0,023,A,A
752,08:39:47,DC,0,023,A,A
753,08:39:48,DC,0,023,A,A
754,08:39:49,DC,0,023,A,A
755,08:39:50,DC,0,023,A,A
756,08:39:51,DC,0,023,A,A
757,08:39:52,DC,0,023,A,A
758,08:39:53,DC,0,023,A,A
759,08:39:54,DC,0,023,A,A
760,08:39:55,DC,0,023,A,A
761,08:39:56,DC,0,023,A,A
762,08:39:57,DC,0,023,A,A
763,08:39:58,DC,0,023,A,A
764,08:39:59,DC,0,023,A,A
765,08:40:00,DC,0,023,A,A
766,08:40:01,DC,0,023,A,A
767,08:40:02,DC,0,023,A,A
768,08:40:03,DC,0,023,A,A
769,08:40:04,DC,0,023,A,A
770,08:40:05,DC,0,023,A,A
771,08:40:06,DC,0,023,A,A
772,08:40:07,DC,0,022,A,A
773,08:40:08,DC,0,019,A,A
774,08:40:09,DC,0,017,A,A
775,08:40:10,DC,0,018,A,A
776,08:40:11,DC,0,018,A,A
777,08:40:12,DC,0,018,A,A
778,08:40:13,DC,0,018,A,A
779,08:40:14,DC,0,018,A,A
780,08:40:15,DC,0,018,A,A
781,08:40:16,DC,0,018,A,A
782,08:40:17,DC,0,018,A,A
783,08:40:18,DC,0,018,A,A
784,08:40:19,DC,0,018,A,A
785,08:40:20,DC,0,017,A,A
786,08:40:21,DC,0,018,A,A
787,08:40:22,DC,0,018,A,A
788,08:40:23,DC,0,018,A,A
789,08:40:24,DC,0,018,A,A
790,08:40:25,DC,0,018,A,A
791,08:40:26,DC,0,018,A,A
792,08:40:27,DC,0,018,A,A
793,08:40:28,DC,0,017,A,A
794,08:40:29,DC,0,018,A,A
795,08:40:30,DC,0,018,A,A
796,08:40:31,DC,0,018,A,A
797,08:40:32,DC,0,018,A,A
798,08:40:33,DC,0,018,A,A
799,08:40:34,DC,0,018,A,A
800,08:40:35,DC,0,018,A,A
801,08:40:36,DC,0,018,A,A
802,08:40:37,DC,0,018,A,A
803,08:40:38,DC,0,018,A,A
804,08:40:39,DC,0,018,A,A
805,08:40:40,DC,0,018,A,A
806,08:40:41,DC,0,018,A,A
807,08:40:42,DC,0,018,A,A
808,08:40:43,DC,0,018,A,A
809,08:40:44,DC,0,018,A,A
810,08:40:45,DC,0,018,A,A
811,08:40:46,DC,0,018,A,A
812,08:40:47,DC,0,018,A,A
813,08:40:48,DC,0,018,A,A
814,08:40:49,DC,0,018,A,A
815,08:40:50,DC,0,018,A,A
816,08:40:51,DC,0,018,A,A
817,08:40:52,DC,0,018,A,A
818,08:40:53,DC,0,018,A,A
819,08:40:54,DC,0,018,A,A
820,08:40:55,DC,0,018,A,A
821,08:40:56,DC,0,018,A,A
822,08:40:57,DC,0,018,A,A
823,08:40:58,DC,0,018,A,A
824,08:40:59,DC,0,018,A,A
825,08:41:00,DC,0,018,A,A
826,08:41:01,DC,0,018,A,A
827,08:41:02,DC,0,018,A,A
828,08:41:03,DC,0,018,A,A
829,08:41:04,DC,0,018,A,A
830,08:41:05,DC,0,018,A,A
831,08:41:06,DC,0,018,A,A
832,08:41:07,DC,0,02,A,A
833,08:41:08,DC,0,023,A,A
834,08:41:09,DC,0,023,A,A
835,08:41:10,DC,0,023,A,A
836,08:41:11,DC,0,023,A,A
837,08:41:12,DC,0,024,A,A
838,08:41:13,DC,0,024,A,A
839,08:41:14,DC,0,024,A,A
840,08:41:15,DC,0,024,A,A
841,08:41:16,DC,0,023,A,A
842,08:41:17,DC,0,023,A,A
843,08:41:18,DC,0,023,A,A
844,08:41:19,DC,0,023,A,A
845,08:41:20,DC,0,023,A,A
846,08:41:21,DC,0,023,A,A
847,08:41:22,DC,0,024,A,A
848,08:41:23,DC,0,023,A,A
849,08:41:24,DC,0,023,A,A
850,08:41:25,DC,0,023,A,A
851,08:41:26,DC,0,024,A,A
852,08:41:27,DC,0,023,A,A
853,08:41:28,DC,0,023,A,A
854,08:41:29,DC,0,024,A,A
855,08:41:30,DC,0,024,A,A
856,08:41:31,DC,0,023,A,A
857,08:41:32,DC,0,024,A,A
858,08:41:33,DC,0,024,A,A
859,08:41:34,DC,0,024,A,A
860,08:41:35,DC,0,024,A,A
861,08:41:36,DC,0,024,A,A
862,08:41:37,DC,0,023,A,A
863,08:41:38,DC,0,023,A,A
864,08:41:39,DC,0,023,A,A
865,08:41:40,DC,0,023,A,A
866,08:41:41,DC,0,023,A,A
867,08:41:42,DC,0,024,A,A
868,08:41:43,DC,0,023,A,A
869,08:41:44,DC,0,023,A,A
870,08:41:45,DC,0,023,A,A
871,08:41:46,DC,0,024,A,A
872,08:41:47,DC,0,023,A,A
873,08:41:48,DC,0,023,A,A
874,08:41:49,DC,0,024,A,A
875,08:41:50,DC,0,024,A,A
876,08:41:51,DC,0,023,A,A
877,08:41:52,DC,0,023,A,A
878,08:41:53,DC,0,023,A,A
879,08:41:54,DC,0,024,A,A
880,08:41:55,DC,0,024,A,A
881,08:41:56,DC,0,023,A,A
882,08:41:57,DC,0,023,A,A
883,08:41:58,DC,0,023,A,A
884,08:41:59,DC,0,023,A,A
885,08:42:00,DC,0,023,A,A
886,08:42:01,DC,0,023,A,A
887,08:42:02,DC,0,024,A,A
888,08:42:03,DC,0,023,A,A
889,08:42:04,DC,0,023,A,A
890,08:42:05,DC,0,023,A,A
891,08:42:06,DC,0,024,A,A
892,08:42:07,DC,0,022,A,A
893,08:42:08,DC,0,019,A,A
894,08:42:09,DC,0,018,A,A
895,08:42:10,DC,0,018,A,A
896,08:42:11,DC,0,018,A,A
897,08:42:12,DC,0,018,A,A
898,08:42:13,DC,0,018,A,A
899,08:42:14,DC,0,018,A,A
900,08:42:15,DC,0,018,A,A
901,08:42:16,DC,0,017,A,A
902,08:42:17,DC,0,017,A,A
903,08:42:18,DC,0,018,A,A
904,08:42:19,DC,0,018,A,A
905,08:42:20,DC,0,018,A,A
906,08:42:21,DC,0,018,A,A
907,08:42:22,DC,0,018,A,A
908,08:42:23,DC,0,018,A,A
909,08:42:24,DC,0,018,A,A
910,08:42:25,DC,0,018,A,A
911,08:42:26,DC,0,017,A,A
912,08:42:27,DC,0,018,A,A
913,08:42:28,DC,0,017,A,A
914,08:42:29,DC,0,018,A,A
915,08:42:30,DC,0,017,A,A
916,08:42:31,DC,0,017,A,A
917,08:42:32,DC,0,017,A,A
918,08:42:33,DC,0,018,A,A
919,08:42:34,DC,0,017,A,A
920,08:42:35,DC,0,017,A,A
921,08:42:36,DC,0,018,A,A
922,08:42:37,DC,0,018,A,A
923,08:42:38,DC,0,018,A,A
924,08:42:39,DC,0,018,A,A
925,08:42:40,DC,0,018,A,A
926,08:42:41,DC,0,017,A,A
927,08:42:42,DC,0,018,A,A
928,08:42:43,DC,0,018,A,A
929,08:42:44,DC,0,018,A,A
930,08:42:45,DC,0,018,A,A
931,08:42:46,DC,0,018,A,A
932,08:42:47,DC,0,018,A,A
933,08:42:48,DC,0,017,A,A
934,08:42:49,DC,0,018,A,A
935,08:42:50,DC,0,018,A,A
936,08:42:51,DC,0,018,A,A
937,08:42:52,DC,0,018,A,A
938,08:42:53,DC,0,018,A,A
939,08:42:54,DC,0,018,A,A
940,08:42:55,DC,0,018,A,A
941,08:42:56,DC,0,018,A,A
942,08:42:57,DC,0,018,A,A
943,08:42:58,DC,0,017,A,A
944,08:42:59,DC,0,018,A,A
945,08:43:00,DC,0,018,A,A
946,08:43:01,DC,0,018,A,A
947,08:43:02,DC,0,018,A,A
948,08:43:03,DC,0,018,A,A
949,08:43:04,DC,0,018,A,A
950,08:43:05,DC,0,018,A,A
951,08:43:06,DC,0,018,A,A
952,08:43:07,DC,0,02,A,A
953,08:43:08,DC,0,022,A,A
954,08:43:09,DC,0,024,A,A
955,08:43:10,DC,0,024,A,A
956,08:43:11,DC,0,024,A,A
957,08:43:12,DC,0,023,A,A
958,08:43:13,DC,0,023,A,A
959,08:43:14,DC,0,023,A,A
960,08:43:15,DC,0,023,A,A
961,08:43:16,DC,0,023,A,A
962,08:43:17,DC,0,023,A,A
963,08:43:18,DC,0,023,A,A
964,08:43:19,DC,0,024,A,A
965,08:43:20,DC,0,024,A,A
966,08:43:21,DC,0,023,A,A
967,08:43:22,DC,0,023,A,A
968,08:43:23,DC,0,023,A,A
969,08:43:24,DC,0,023,A,A
970,08:43:25,DC,0,024,A,A
971,08:43:26,DC,0,023,A,A
972,08:43:27,DC,0,023,A,A
973,08:43:28,DC,0,023,A,A
974,08:43:29,DC,0,023,A,A
975,08:43:30,DC,0,023,A,A
976,08:43:31,DC,0,024,A,A
977,08:43:32,DC,0,024,A,A
978,08:43:33,DC,0,023,A,A
979,08:43:34,DC,0,023,A,A
980,08:43:35,DC,0,023,A,A
981,08:43:36,DC,0,023,A,A
982,08:43:37,DC,0,023,A,A
983,08:43:38,DC,0,023,A,A
984,08:43:39,DC,0,023,A,A
985,08:43:40,DC,0,023,A,A
986,08:43:41,DC,0,023,A,A
987,08:43:42,DC,0,023,A,A
988,08:43:43,DC,0,023,A,A
989,08:43:44,DC,0,023,A,A
990,08:43:45,DC,0,023,A,A
991,08:43:46,DC,0,024,A,A
992,08:43:47,DC,0,023,A,A
993,08:43:48,DC,0,023,A,A
994,08:43:49,DC,0,023,A,A
995,08:43:50,DC,0,023,A,A
996,08:43:51,DC,0,023,A,A
997,08:43:52,DC,0,023,A,A
998,08:43:53,DC,0,023,A,A
999,08:43:54,DC,0,023,A,A
1000,08:43:55,DC,0,023,A,A
1001,08:43:56,DC,0,023,A,A
1002,08:43:57,DC,0,023,A,A
1003,08:43:58,DC,0,023,A,A
1004,08:43:59,DC,0,023,A,A
1005,08:44:00,DC,0,023,A,A
1006,08:44:01,DC,0,023,A,A
1007,08:44:02,DC,0,023,A,A
1008,08:44:03,DC,0,023,A,A
1009,08:44:04,DC,0,023,A,A
1010,08:44:05,DC,0,023,A,A
1011,08:44:06,DC,0,023,A,A
1012,08:44:07,DC,0,022,A,A
1013,08:44:08,DC,0,02,A,A
1014,08:44:09,DC,0,018,A,A
1015,08:44:10,DC,0,017,A,A
1016,08:44:11,DC,0,017,A,A
1017,08:44:12,DC,0,018,A,A
1018,08:44:13,DC,0,017,A,A
1019,08:44:14,DC,0,017,A,A
1020,08:44:15,DC,0,017,A,A
1021,08:44:16,DC,0,018,A,A
1022,08:44:17,DC,0,018,A,A
1023,08:44:18,DC,0,018,A,A
1024,08:44:19,DC,0,018,A,A
1025,08:44:20,DC,0,018,A,A
1026,08:44:21,DC,0,018,A,A
1027,08:44:22,DC,0,018,A,A
1028,08:44:23,DC,0,018,A,A
1029,08:44:24,DC,0,018,A,A
1030,08:44:25,DC,0,018,A,A
1031,08:44:26,DC,0,018,A,A
1032,08:44:27,DC,0,018,A,A
1033,08:44:28,DC,0,018,A,A
1034,08:44:29,DC,0,018,A,A
1035,08:44:30,DC,0,018,A,A
1036,08:44:31,DC,0,018,A,A
1037,08:44:32,DC,0,018,A,A
1038,08:44:33,DC,0,017,A,A
1039,08:44:34,DC,0,018,A,A
1040,08:44:35,DC,0,018,A,A
1041,08:44:36,DC,0,018,A,A
1042,08:44:37,DC,0,018,A,A
1043,08:44:38,DC,0,018,A,A
1044,08:44:39,DC,0,018,A,A
1045,08:44:40,DC,0,018,A,A
1046,08:44:41,DC,0,018,A,A
1047,08:44:42,DC,0,018,A,A
1048,08:44:43,DC,0,018,A,A
1049,08:44:44,DC,0,018,A,A
1050,08:44:45,DC,0,018,A,A
1051,08:44:46,DC,0,018,A,A
1052,08:44:47,DC,0,018,A,A
1053,08:44:48,DC,0,018,A,A
1054,08:44:49,DC,0,018,A,A
1055,08:44:50,DC,0,018,A,A
1056,08:44:51,DC,0,018,A,A
1057,08:44:52,DC,0,018,A,A
1058,08:44:53,DC,0,018,A,A
1059,08:44:54,DC,0,018,A,A
1060,08:44:55,DC,0,018,A,A
1061,08:44:56,DC,0,018,A,A
1062,08:44:57,DC,0,018,A,A
1063,08:44:58,DC,0,018,A,A
1064,08:44:59,DC,0,018,A,A
1065,08:45:00,DC,0,018,A,A
1066,08:45:01,DC,0,018,A,A
1067,08:45:02,DC,0,018,A,A
1068,08:45:03,DC,0,018,A,A
1069,08:45:04,DC,0,018,A,A
1070,08:45:05,DC,0,018,A,A
1071,08:45:06,DC,0,018,A,A
1072,08:45:07,DC,0,02,A,A
1073,08:45:08,DC,0,022,A,A
1074,08:45:09,DC,0,023,A,A
1075,08:45:10,DC,0,023,A,A
1076,08:45:11,DC,0,023,A,A
1077,08:45:12,DC,0,023,A,A
1078,08:45:13,DC,0,024,A,A
1079,08:45:14,DC,0,024,A,A
1080,08:45:15,DC,0,023,A,A
1081,08:45:16,DC,0,023,A,A
1082,08:45:17,DC,0,023,A,A
1083,08:45:18,DC,0,023,A,A
1084,08:45:19,DC,0,023,A,A
1085,08:45:20,DC,0,023,A,A
1086,08:45:21,DC,0,024,A,A
1087,08:45:22,DC,0,024,A,A
1088,08:45:23,DC,0,023,A,A
1089,08:45:24,DC,0,023,A,A
1090,08:45:25,DC,0,024,A,A
1091,08:45:26,DC,0,024,A,A
1092,08:45:27,DC,0,024,A,A
1093,08:45:28,DC,0,023,A,A
1094,08:45:29,DC,0,023,A,A
1095,08:45:30,DC,0,024,A,A
1096,08:45:31,DC,0,024,A,A
1097,08:45:32,DC,0,024,A,A
1098,08:45:33,DC,0,023,A,A
1099,08:45:34,DC,0,023,A,A
1100,08:45:35,DC,0,023,A,A
1101,08:45:36,DC,0,023,A,A
1102,08:45:37,DC,0,023,A,A
1103,08:45:38,DC,0,023,A,A
1104,08:45:39,DC,0,023,A,A
1105,08:45:40,DC,0,023,A,A
1106,08:45:41,DC,0,023,A,A
1107,08:45:42,DC,0,023,A,A
1108,08:45:43,DC,0,023,A,A
1109,08:45:44,DC,0,023,A,A
1110,08:45:45,DC,0,023,A,A
1111,08:45:46,DC,0,023,A,A
1112,08:45:47,DC,0,023,A,A
1113,08:45:48,DC,0,023,A,A
1114,08:45:49,DC,0,023,A,A
1115,08:45:50,DC,0,023,A,A
1116,08:45:51,DC,0,023,A,A
1117,08:45:52,DC,0,023,A,A
1118,08:45:53,DC,0,023,A,A
1119,08:45:54,DC,0,023,A,A
1120,08:45:55,DC,0,023,A,A
1121,08:45:56,DC,0,023,A,A
1122,08:45:57,DC,0,023,A,A
1123,08:45:58,DC,0,023,A,A
1124,08:45:59,DC,0,023,A,A
1125,08:46:00,DC,0,023,A,A
1126,08:46:01,DC,0,023,A,A
1127,08:46:02,DC,0,023,A,A
1128,08:46:03,DC,0,023,A,A
1129,08:46:04,DC,0,023,A,A
1130,08:46:05,DC,0,023,A,A
1131,08:46:06,DC,0,023,A,A
1132,08:46:07,DC,0,021,A,A
1133,08:46:08,DC,0,019,A,A
1134,08:46:09,DC,0,017,A,A
1135,08:46:10,DC,0,018,A,A
1136,08:46:11,DC,0,017,A,A
1137,08:46:12,DC,0,017,A,A
1138,08:46:13,DC,0,017,A,A
1139,08:46:14,DC,0,018,A,A
1140,08:46:15,DC,0,018,A,A
1141,08:46:16,DC,0,018,A,A
1142,08:46:17,DC,0,018,A,A
1143,08:46:18,DC,0,018,A,A
1144,08:46:19,DC,0,018,A,A
1145,08:46:20,DC,0,018,A,A
1146,08:46:21,DC,0,018,A,A
1147,08:46:22,DC,0,018,A,A
1148,08:46:23,DC,0,018,A,A
1149,08:46:24,DC,0,018,A,A
1150,08:46:25,DC,0,018,A,A
1151,08:46:26,DC,0,018,A,A
1152,08:46:27,DC,0,018,A,A
1153,08:46:28,DC,0,018,A,A
1154,08:46:29,DC,0,018,A,A
1155,08:46:30,DC,0,017,A,A
1156,08:46:31,DC,0,018,A,A
1157,08:46:32,DC,0,018,A,A
1158,08:46:33,DC,0,018,A,A
1159,08:46:34,DC,0,018,A,A
1160,08:46:35,DC,0,018,A,A
1161,08:46:36,DC,0,018,A,A
1162,08:46:37,DC,0,018,A,A
1163,08:46:38,DC,0,018,A,A
1164,08:46:39,DC,0,018,A,A
1165,08:46:40,DC,0,018,A,A
1166,08:46:41,DC,0,018,A,A
1167,08:46:42,DC,0,018,A,A
1168,08:46:43,DC,0,018,A,A
1169,08:46:44,DC,0,018,A,A
1170,08:46:45,DC,0,018,A,A
1171,08:46:46,DC,0,018,A,A
1172,08:46:47,DC,0,018,A,A
1173,08:46:48,DC,0,018,A,A
1174,08:46:49,DC,0,018,A,A
1175,08:46:50,DC,0,018,A,A
1176,08:46:51,DC,0,018,A,A
1177,08:46:52,DC,0,018,A,A
1178,08:46:53,DC,0,018,A,A
1179,08:46:54,DC,0,018,A,A
1180,08:46:55,DC,0,018,A,A
1181,08:46:56,DC,0,018,A,A
1182,08:46:57,DC,0,018,A,A
1183,08:46:58,DC,0,018,A,A
1184,08:46:59,DC,0,018,A,A
1185,08:47:00,DC,0,018,A,A
1186,08:47:01,DC,0,018,A,A
1187,08:47:02,DC,0,018,A,A
1188,08:47:03,DC,0,018,A,A
1189,08:47:04,DC,0,018,A,A
1190,08:47:05,DC,0,018,A,A
1191,08:47:06,DC,0,018,A,A
1192,08:47:07,DC,0,019,A,A
1193,08:47:08,DC,0,022,A,A
1194,08:47:09,DC,0,024,A,A
1195,08:47:10,DC,0,024,A,A
1196,08:47:11,DC,0,023,A,A
1197,08:47:12,DC,0,023,A,A
1198,08:47:13,DC,0,023,A,A
1199,08:47:14,DC,0,023,A,A
1200,08:47:15,DC,0,023,A,A
1201,08:47:16,DC,0,023,A,A
1202,08:47:17,DC,0,023,A,A
1203,08:47:18,DC,0,024,A,A
1204,08:47:19,DC,0,023,A,A
1205,08:47:20,DC,0,023,A,A
1206,08:47:21,DC,0,023,A,A
1207,08:47:22,DC,0,023,A,A
1208,08:47:23,DC,0,023,A,A
1209,08:47:24,DC,0,023,A,A
1210,08:47:25,DC,0,024,A,A
1211,08:47:26,DC,0,023,A,A
1212,08:47:27,DC,0,024,A,A
1213,08:47:28,DC,0,024,A,A
1214,08:47:29,DC,0,023,A,A
1215,08:47:30,DC,0,023,A,A
1216,08:47:31,DC,0,023,A,A
1217,08:47:32,DC,0,023,A,A
1218,08:47:33,DC,0,023,A,A
1219,08:47:34,DC,0,023,A,A
1220,08:47:35,DC,0,023,A,A
1221,08:47:36,DC,0,023,A,A
1222,08:47:37,DC,0,023,A,A
1223,08:47:38,DC,0,023,A,A
1224,08:47:39,DC,0,023,A,A
1225,08:47:40,DC,0,023,A,A
1226,08:47:41,DC,0,023,A,A
1227,08:47:42,DC,0,023,A,A
1228,08:47:43,DC,0,023,A,A
1229,08:47:44,DC,0,023,A,A
1230,08:47:45,DC,0,023,A,A
1231,08:47:46,DC,0,023,A,A
1232,08:47:47,DC,0,023,A,A
1233,08:47:48,DC,0,023,A,A
1234,08:47:49,DC,0,023,A,A
1235,08:47:50,DC,0,023,A,A
1236,08:47:51,DC,0,023,A,A
1237,08:47:52,DC,0,023,A,A
1238,08:47:53,DC,0,023,A,A
1239,08:47:54,DC,0,023,A,A
1240,08:47:55,DC,0,023,A,A
1241,08:47:56,DC,0,023,A,A
1242,08:47:57,DC,0,023,A,A
1243,08:47:58,DC,0,023,A,A
1244,08:47:59,DC,0,023,A,A
1245,08:48:00,DC,0,023,A,A
1246,08:48:01,DC,0,023,A,A
1247,08:48:02,DC,0,023,A,A
1248,08:48:03,DC,0,023,A,A
1249,08:48:04,DC,0,023,A,A
1250,08:48:05,DC,0,023,A,A
1251,08:48:06,DC,0,023,A,A
1252,08:48:07,DC,0,022,A,A
1253,08:48:08,DC,0,019,A,A
1254,08:48:09,DC,0,018,A,A
1255,08:48:10,DC,0,018,A,A
1256,08:48:11,DC,0,018,A,A
1257,08:48:12,DC,0,018,A,A
1258,08:48:13,DC,0,018,A,A
1259,08:48:14,DC,0,018,A,A
1260,08:48:15,DC,0,018,A,A
1261,08:48:16,DC,0,018,A,A
1262,08:48:17,DC,0,017,A,A
1263,08:48:18,DC,0,018,A,A
1264,08:48:19,DC,0,018,A,A
1265,08:48:20,DC,0,018,A,A
1266,08:48:21,DC,0,018,A,A
1267,08:48:22,DC,0,017,A,A
1268,08:48:23,DC,0,018,A,A
1269,08:48:24,DC,0,017,A,A
1270,08:48:25,DC,0,017,A,A
1271,08:48:26,DC,0,017,A,A
1272,08:48:27,DC,0,017,A,A
1273,08:48:28,DC,0,017,A,A
1274,08:48:29,DC,0,018,A,A
1275,08:48:30,DC,0,018,A,A
1276,08:48:31,DC,0,018,A,A
1277,08:48:32,DC,0,018,A,A
1278,08:48:33,DC,0,018,A,A
1279,08:48:34,DC,0,018,A,A
1280,08:48:35,DC,0,018,A,A
1281,08:48:36,DC,0,017,A,A
1282,08:48:37,DC,0,018,A,A
1283,08:48:38,DC,0,018,A,A
1284,08:48:39,DC,0,018,A,A
1285,08:48:40,DC,0,018,A,A
1286,08:48:41,DC,0,017,A,A
1287,08:48:42,DC,0,018,A,A
1288,08:48:43,DC,0,018,A,A
1289,08:48:44,DC,0,018,A,A
1290,08:48:45,DC,0,018,A,A
1291,08:48:46,DC,0,018,A,A
1292,08:48:47,DC,0,018,A,A
1293,08:48:48,DC,0,018,A,A
1294,08:48:49,DC,0,018,A,A
1295,08:48:50,DC,0,018,A,A
1296,08:48:51,DC,0,018,A,A
1297,08:48:52,DC,0,018,A,A
1298,08:48:53,DC,0,017,A,A
1299,08:48:54,DC,0,018,A,A
1300,08:48:55,DC,0,018,A,A
1301,08:48:56,DC,0,018,A,A
1302,08:48:57,DC,0,018,A,A
1303,08:48:58,DC,0,018,A,A
1304,08:48:59,DC,0,018,A,A
1305,08:49:00,DC,0,018,A,A
1306,08:49:01,DC,0,018,A,A
1307,08:49:02,DC,0,018,A,A
1308,08:49:03,DC,0,018,A,A
1309,08:49:04,DC,0,018,A,A
1310,08:49:05,DC,0,018,A,A
1311,08:49:06,DC,0,018,A,A
1312,08:49:07,DC,0,02,A,A
1313,08:49:08,DC,0,023,A,A
1314,08:49:09,DC,0,024,A,A
1315,08:49:10,DC,0,024,A,A
1316,08:49:11,DC,0,024,A,A
1317,08:49:12,DC,0,024,A,A
1318,08:49:13,DC,0,024,A,A
1319,08:49:14,DC,0,024,A,A
1320,08:49:15,DC,0,024,A,A
1321,08:49:16,DC,0,023,A,A
1322,08:49:17,DC,0,023,A,A
1323,08:49:18,DC,0,023,A,A
1324,08:49:19,DC,0,023,A,A
1325,08:49:20,DC,0,023,A,A
1326,08:49:21,DC,0,023,A,A
1327,08:49:22,DC,0,023,A,A
1328,08:49:23,DC,0,023,A,A
1329,08:49:24,DC,0,023,A,A
1330,08:49:25,DC,0,023,A,A
1331,08:49:26,DC,0,023,A,A
1332,08:49:27,DC,0,024,A,A
1333,08:49:28,DC,0,024,A,A
1334,08:49:29,DC,0,023,A,A
1335,08:49:30,DC,0,023,A,A
1336,08:49:31,DC,0,023,A,A
1337,08:49:32,DC,0,023,A,A
1338,08:49:33,DC,0,023,A,A
1339,08:49:34,DC,0,023,A,A
1340,08:49:35,DC,0,023,A,A
1341,08:49:36,DC,0,023,A,A
1342,08:49:37,DC,0,023,A,A
1343,08:49:38,DC,0,023,A,A
1344,08:49:39,DC,0,023,A,A
1345,08:49:40,DC,0,023,A,A
1346,08:49:41,DC,0,023,A,A
1347,08:49:42,DC,0,023,A,A
1348,08:49:43,DC,0,023,A,A
1349,08:49:44,DC,0,023,A,A
1350,08:49:45,DC,0,023,A,A
1351,08:49:46,DC,0,023,A,A
1352,08:49:47,DC,0,023,A,A
1353,08:49:48,DC,0,023,A,A
1354,08:49:49,DC,0,023,A,A
1355,08:49:50,DC,0,024,A,A
1356,08:49:51,DC,0,024,A,A
1357,08:49:52,DC,0,023,A,A
1358,08:49:53,DC,0,023,A,A
1359,08:49:54,DC,0,023,A,A
1360,08:49:55,DC,0,023,A,A
1361,08:49:56,DC,0,023,A,A
1362,08:49:57,DC,0,023,A,A
1363,08:49:58,DC,0,023,A,A
1364,08:49:59,DC,0,023,A,A
1365,08:50:00,DC,0,023,A,A
1366,08:50:01,DC,0,023,A,A
1367,08:50:02,DC,0,023,A,A
1368,08:50:03,DC,0,023,A,A
1369,08:50:04,DC,0,023,A,A
1370,08:50:05,DC,0,023,A,A
1371,08:50:06,DC,0,023,A,A
1372,08:50:07,DC,0,02,A,A
1373,08:50:08,DC,0,018,A,A
1374,08:50:09,DC,0,017,A,A
1375,08:50:10,DC,0,017,A,A
1376,08:50:11,DC,0,018,A,A
1377,08:50:12,DC,0,018,A,A
1378,08:50:13,DC,0,018,A,A
1379,08:50:14,DC,0,018,A,A
1380,08:50:15,DC,0,018,A,A
1381,08:50:16,DC,0,018,A,A
1382,08:50:17,DC,0,017,A,A
1383,08:50:18,DC,0,017,A,A
1384,08:50:19,DC,0,017,A,A
1385,08:50:20,DC,0,018,A,A
1386,08:50:21,DC,0,018,A,A
1387,08:50:22,DC,0,018,A,A
1388,08:50:23,DC,0,018,A,A
1389,08:50:24,DC,0,018,A,A
1390,08:50:25,DC,0,018,A,A
1391,08:50:26,DC,0,018,A,A
1392,08:50:27,DC,0,018,A,A
1393,08:50:28,DC,0,017,A,A
1394,08:50:29,DC,0,018,A,A
1395,08:50:30,DC,0,018,A,A
1396,08:50:31,DC,0,018,A,A
1397,08:50:32,DC,0,017,A,A
1398,08:50:33,DC,0,017,A,A
1399,08:50:34,DC,0,017,A,A
1400,08:50:35,DC,0,018,A,A
1401,08:50:36,DC,0,018,A,A
1402,08:50:37,DC,0,018,A,A
1403,08:50:38,DC,0,018,A,A
1404,08:50:39,DC,0,018,A,A
1405,08:50:40,DC,0,018,A,A
1406,08:50:41,DC,0,018,A,A
1407,08:50:42,DC,0,018,A,A
1408,08:50:43,DC,0,017,A,A
1409,08:50:44,DC,0,017,A,A
1410,08:50:45,DC,0,018,A,A
1411,08:50:46,DC,0,018,A,A
1412,08:50:47,DC,0,018,A,A
1413,08:50:48,DC,0,017,A,A
1414,08:50:49,DC,0,018,A,A
1415,08:50:50,DC,0,018,A,A
1416,08:50:51,DC,0,018,A,A
1417,08:50:52,DC,0,018,A,A
1418,08:50:53,DC,0,018,A,A
1419,08:50:54,DC,0,018,A,A
1420,08:50:55,DC,0,017,A,A
1421,08:50:56,DC,0,017,A,A
1422,08:50:57,DC,0,017,A,A
1423,08:50:58,DC,0,018,A,A
1424,08:50:59,DC,0,017,A,A
1425,08:51:00,DC,0,017,A,A
1426,08:51:01,DC,0,018,A,A
1427,08:51:02,DC,0,018,A,A
1428,08:51:03,DC,0,018,A,A
1429,08:51:04,DC,0,018,A,A
1430,08:51:05,DC,0,018,A,A
1431,08:51:06,DC,0,017,A,A
1432,08:51:07,DC,0,02,A,A
1433,08:51:08,DC,0,022,A,A
1434,08:51:09,DC,0,023,A,A
1435,08:51:10,DC,0,023,A,A
1436,08:51:11,DC,0,023,A,A
1437,08:51:12,DC,0,023,A,A
1438,08:51:13,DC,0,024,A,A
1439,08:51:14,DC,0,024,A,A
1440,08:51:15,DC,0,024,A,A
1441,08:51:16,DC,0,023,A,A
1442,08:51:17,DC,0,023,A,A
1443,08:51:18,DC,0,023,A,A
1444,08:51:19,DC,0,023,A,A
1445,08:51:20,DC,0,023,A,A
1446,08:51:21,DC,0,023,A,A
1447,08:51:22,DC,0,023,A,A
